date,rebalance_date,regime_state_at_rebalance,equity_return,cash_return,portfolio_return,transaction_cost,net_return,nav,benchmark_return,benchmark_nav,equity_exposure,cash_weight,vol_scale,loss_protection_scale,regime_state,is_oos
2024-02-27,2024-01-31,Risk-On,0.0038564389217185767,8.746031746031747e-05,0.004005203742969133,0.0,0.004005203742969133,1.7376732756512592,0.0119966982866099,1.0175860633184317,1.0385756974945841,0.0,1.0385756974945841,1.0,Risk-On,True
2024-02-28,2024-01-31,Risk-On,-0.0053008382349213215,8.725793650793652e-05,-0.005505321767139372,0.0,-0.005505321767139372,1.72810682514264,-0.0127411470008161,1.0046208496997098,1.0385756974945841,0.0,1.0385756974945841,1.0,Risk-On,True
2024-02-29,2024-01-31,Risk-On,0.01080070237760749,8.702380952380953e-05,0.011217347005255111,0.0,0.011217347005255111,1.7474915990624145,0.0190776358348436,1.023786640422372,1.0385756974945841,0.0,1.0385756974945841,1.0,Risk-On,True
2024-03-01,2024-02-29,Risk-On,-0.0018127227430629134,8.658730158730159e-05,-0.0017683459214155263,0.00040138629496542513,-0.0021697322163809515,1.7437000102420737,0.0061776705700826,1.0301112570209532,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
2024-03-04,2024-02-29,Risk-On,-0.0013300350894648537,8.615079365079364e-05,-0.001296946322029759,0.0,-0.001296946322029759,1.741438524927067,0.0008663001605684,1.0310036425683138,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
2024-03-05,2024-02-29,Risk-On,0.011996270759140542,8.599206349206348e-05,0.011717990593700359,0.0,0.011717990593700359,1.7618446851816698,0.0069603543040259,1.0381797932093306,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
2024-03-06,2024-02-29,Risk-On,-0.006041524340682218,8.591269841269842e-05,-0.005898358572983882,0.0,-0.005898358572983882,1.7514526934785624,-0.0040572547977159,1.0339676332624403,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
2024-03-07,2024-02-29,Risk-On,0.0030170173291608517,8.587301587301588e-05,0.0029485320027235443,0.0,0.0029485320027235443,1.7566169077965403,-0.0060062830464052,1.0277573309962444,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
2024-03-08,2024-02-29,Risk-On,0.000359690843674958,8.571428571428571e-05,0.00035328946182451614,0.0,0.00035328946182451614,1.7572375020385278,0.004303571431101,1.0321803580840245,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
2024-03-11,2024-02-29,Risk-On,-0.0033429829118740793,8.567460317460317e-05,-0.0032628733355235208,0.0,-0.0032628733355235208,1.7515038586489442,0.0125119117978147,1.0450949076838087,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
2024-03-12,2024-02-29,Risk-On,-0.012713197608797473,8.563492063492063e-05,-0.012414156643867497,0.0,-0.012414156643867497,1.7297604153853379,0.0022930609580489,1.0474913740140743,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
2024-03-13,2024-02-29,Risk-On,-0.00906045045322438,8.567460317460317e-05,-0.008846753926143008,0.0,-0.008846753926143008,1.7144576506392408,-0.0069862244936677,1.0401733641200315,0.976635293551791,0.023364706448208983,0.976635293551791,1.0,Risk-On,True
