sample,start_date,end_date,days,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,information_ratio,win_rate,profit_factor,var_95,cvar_95,skewness,kurtosis,final_nav,regime_state
Regime: Risk-Off,2017-01-09,2018-07-20,374,0.0652071399178642,0.04348206153451395,0.10008559123002089,0.13470531940535688,0.21560831859877833,-0.15283427422342577,0.2845046489437852,0.19797012459617638,0.5,1.089870717329392,-0.01001792818072495,-0.015215093871168726,-0.25549280074089714,3.3961410946984154,1.0652071399178642,Risk-Off
Regime: Risk-On,2015-02-02,2024-12-31,2037,0.9579040583132661,0.08667057156995472,0.20952160373119058,0.2704760299690204,0.4404067878191011,-0.30867686192552135,0.28078091447899617,0.5841734050351406,0.5174275895925381,1.0951178523357354,-0.019895569665147512,-0.03116535411500454,-0.06007900815205468,5.950854949565652,1.957904058313266,Risk-On
