trade_date,shibor_3m,shibor_ma20,shibor_signal,regime_state,year,month
2022-08-22,1.5956,1.70253,1.5956,Risk-On,2022,8
2022-08-23,1.594,1.6886300000000003,1.594,Risk-On,2022,8
2022-08-24,1.593,1.67513,1.593,Risk-On,2022,8
2022-08-25,1.593,1.66208,1.593,Risk-On,2022,8
2022-08-26,1.594,1.64948,1.594,Risk-On,2022,8
2022-08-29,1.596,1.63803,1.596,Risk-On,2022,8
2022-08-30,1.599,1.62803,1.599,Risk-On,2022,8
2022-08-31,1.6,1.61968,1.6,Risk-On,2022,8
2022-09-01,1.6,1.6132300000000002,1.6,Risk-On,2022,9
2022-09-02,1.6,1.60828,1.6,Risk-On,2022,9
2022-09-05,1.6,1.60493,1.6,Risk-On,2022,9
2022-09-06,1.6,1.60258,1.6,Risk-On,2022,9
2022-09-07,1.6,1.60073,1.6,Risk-On,2022,9
2022-09-08,1.601,1.59933,1.601,Risk-On,2022,9
2022-09-09,1.6,1.59823,1.6,Risk-On,2022,9
2022-09-13,1.599,1.59783,1.599,Risk-On,2022,9
2022-09-14,1.599,1.59783,1.599,Risk-On,2022,9
2022-09-15,1.599,1.59788,1.599,Risk-On,2022,9
2022-09-16,1.599,1.59793,1.599,Risk-On,2022,9
2022-09-19,1.601,1.59813,1.601,Risk-On,2022,9
2022-09-20,1.606,1.59865,1.606,Risk-On,2022,9
2022-09-21,1.607,1.5993,1.607,Risk-On,2022,9
2022-09-22,1.609,1.6001,1.609,Risk-On,2022,9
2022-09-23,1.612,1.60105,1.612,Risk-On,2022,9
2022-09-26,1.621,1.6024,1.621,Risk-On,2022,9
2022-09-27,1.634,1.6042999999999998,1.634,Risk-On,2022,9
2022-09-28,1.652,1.60695,1.652,Risk-On,2022,9
2022-09-29,1.666,1.61025,1.666,Risk-On,2022,9
2022-09-30,1.673,1.6139,1.673,Risk-On,2022,9
2022-10-10,1.679,1.62535,1.679,Risk-On,2022,10
2022-10-11,1.678,1.62925,1.678,Risk-On,2022,10
2022-10-12,1.671,1.63275,1.671,Risk-On,2022,10
2022-10-13,1.677,1.6366,1.677,Risk-On,2022,10
2022-10-14,1.68,1.6406499999999995,1.68,Risk-On,2022,10
2022-10-17,1.684,1.6449000000000005,1.684,Risk-On,2022,10
2022-10-18,1.686,1.64925,1.686,Risk-On,2022,10
2022-10-19,1.691,1.6538499999999998,1.691,Risk-On,2022,10
2022-10-20,1.697,1.6586500000000002,1.697,Risk-On,2022,10
2022-10-21,1.702,1.66345,1.702,Risk-On,2022,10
2022-10-24,1.71,1.6686,1.71,Risk-On,2022,10
2022-10-25,1.724,1.67435,1.724,Risk-On,2022,10
2022-10-26,1.734,1.68045,1.734,Risk-On,2022,10
2022-10-27,1.741,1.68645,1.741,Risk-On,2022,10
2022-10-28,1.743,1.6919,1.743,Risk-On,2022,10
2022-10-31,1.745,1.6965499999999998,1.745,Risk-On,2022,10
2022-11-01,1.75,1.70075,1.75,Risk-On,2022,11
2022-11-02,1.752,1.7047,1.752,Risk-On,2022,11
2022-11-03,1.752,1.7084999999999997,1.752,Risk-On,2022,11
2022-11-04,1.754,1.7125,1.754,Risk-On,2022,11
2022-11-07,1.769,1.717,1.769,Risk-On,2022,11
2022-11-08,1.781,1.7221499999999998,1.781,Risk-On,2022,11
2022-11-09,1.807,1.72895,1.807,Risk-On,2022,11
2022-11-10,1.838,1.737,1.838,Risk-On,2022,11
2022-11-11,1.868,1.7464,1.868,Risk-On,2022,11
2022-11-14,1.912,1.7578,1.912,Risk-On,2022,11
2022-11-15,2.009,1.77395,2.009,Risk-On,2022,11
2022-11-16,2.116,1.7952,2.116,Risk-On,2022,11
2022-11-17,2.213,1.8209999999999995,2.213,Risk-On,2022,11
2022-11-18,2.238,1.8478,2.238,Risk-On,2022,11
2022-11-21,2.241,1.8743499999999995,2.241,Risk-On,2022,11
2022-11-22,2.248,1.90055,2.248,Risk-On,2022,11
2022-11-23,2.25,1.92635,2.25,Risk-On,2022,11
2022-11-24,2.195,1.94905,2.195,Risk-On,2022,11
2022-11-25,2.188,1.9713,2.188,Risk-On,2022,11
2022-11-28,2.185,1.9933,2.185,Risk-On,2022,11
2022-11-29,2.186,2.0151,2.186,Risk-On,2022,11
2022-11-30,2.193,2.03715,2.193,Risk-On,2022,11
2022-12-01,2.197,2.0594,2.197,Risk-On,2022,12
2022-12-02,2.2,2.0817,2.2,Risk-On,2022,12
2022-12-05,2.201,2.1033,2.201,Risk-On,2022,12
2022-12-06,2.207,2.1246,2.207,Risk-On,2022,12
2022-12-07,2.231,2.1458,2.231,Risk-On,2022,12
2022-12-08,2.25,2.1664,2.25,Risk-On,2022,12
2022-12-09,2.259,2.18595,2.259,Risk-On,2022,12
2022-12-12,2.273,2.204,2.273,Risk-On,2022,12
2022-12-13,2.283,2.2177,2.283,Risk-On,2022,12
2022-12-14,2.298,2.2268,2.298,Risk-On,2022,12
2022-12-15,2.321,2.2322,2.321,Risk-On,2022,12
2022-12-16,2.339,2.2372500000000004,2.339,Risk-On,2022,12
2022-12-19,2.355,2.24295,2.355,Risk-On,2022,12
2022-12-20,2.361,2.2486,2.361,Risk-On,2022,12
2022-12-21,2.384,2.2553,2.384,Risk-On,2022,12
2022-12-22,2.395,2.2653,2.395,Risk-On,2022,12
2022-12-23,2.402,2.276,2.402,Risk-On,2022,12
2022-12-26,2.405,2.287,2.405,Risk-On,2022,12
2022-12-27,2.411,2.2982500000000003,2.411,Risk-On,2022,12
2022-12-28,2.416,2.3094,2.416,Risk-On,2022,12
2022-12-29,2.418,2.32045,2.418,Risk-On,2022,12
2022-12-30,2.422,2.33155,2.422,Risk-On,2022,12
2023-01-03,2.415,2.34225,2.415,Risk-On,2023,1
2023-01-04,2.38,2.3509,2.38,Risk-On,2023,1
2023-01-05,2.352,2.3569500000000003,2.352,Risk-On,2023,1
2023-01-06,2.335,2.3612,2.335,Risk-On,2023,1
2023-01-09,2.331,2.3648,2.331,Risk-On,2023,1
2023-01-10,2.338,2.36805,2.338,Risk-On,2023,1
2023-01-11,2.347,2.37125,2.347,Risk-On,2023,1
2023-01-12,2.353,2.374,2.353,Risk-On,2023,1
2023-01-13,2.353,2.3756,2.353,Risk-On,2023,1
2023-01-16,2.356,2.37645,2.356,Risk-On,2023,1
2023-01-17,2.366,2.377,2.366,Risk-On,2023,1
2023-01-18,2.374,2.37765,2.374,Risk-On,2023,1
2023-01-19,2.376,2.37725,2.376,Risk-On,2023,1
2023-01-20,2.377,2.37635,2.377,Risk-On,2023,1
2023-01-30,2.365,2.3707000000000003,2.365,Risk-On,2023,1
2023-01-31,2.364,2.3681,2.364,Risk-On,2023,1
2023-02-01,2.362,2.3653000000000004,2.362,Risk-On,2023,2
2023-02-02,2.36,2.3622,2.36,Risk-On,2023,2
2023-02-03,2.357,2.3593,2.357,Risk-On,2023,2
2023-02-06,2.359,2.3582500000000004,2.359,Risk-On,2023,2
2023-02-07,2.36,2.35865,2.36,Risk-On,2023,2
2023-02-08,2.365,2.36015,2.365,Risk-On,2023,2
2023-02-09,2.37,2.3621000000000003,2.37,Risk-On,2023,2
2023-02-10,2.371,2.3637500000000005,2.371,Risk-On,2023,2
2023-02-13,2.371,2.36495,2.371,Risk-On,2023,2
2023-02-14,2.373,2.36595,2.373,Risk-On,2023,2
2023-02-15,2.379,2.36725,2.379,Risk-On,2023,2
2023-02-16,2.383,2.3686,2.383,Risk-On,2023,2
2023-02-17,2.385,2.3695500000000003,2.385,Risk-On,2023,2
2023-02-20,2.392,2.37045,2.392,Risk-On,2023,2
2023-02-21,2.397,2.3715,2.397,Risk-On,2023,2
2023-02-22,2.403,2.3728,2.403,Risk-On,2023,2
2023-02-23,2.406,2.3744500000000004,2.406,Risk-On,2023,2
2023-02-24,2.416,2.3769,2.416,Risk-On,2023,2
2023-02-27,2.423,2.3798,2.423,Risk-On,2023,2
2023-02-28,2.437,2.38345,2.437,Risk-On,2023,2
2023-03-01,2.45,2.38785,2.45,Risk-On,2023,3
2023-03-02,2.459,2.3928000000000003,2.459,Risk-On,2023,3
2023-03-03,2.466,2.39825,2.466,Risk-On,2023,3
2023-03-06,2.469,2.40375,2.469,Risk-On,2023,3
2023-03-07,2.476,2.40955,2.476,Risk-On,2023,3
2023-03-08,2.486,2.4156000000000004,2.486,Risk-On,2023,3
2023-03-09,2.491,2.42165,2.491,Risk-On,2023,3
2023-03-10,2.497,2.42795,2.497,Risk-On,2023,3
2023-03-13,2.498,2.4343,2.498,Risk-On,2023,3
2023-03-14,2.499,2.4406,2.499,Risk-On,2023,3
2023-03-15,2.5,2.44665,2.5,Risk-On,2023,3
2023-03-16,2.5,2.4525,2.5,Risk-On,2023,3
2023-03-17,2.5,2.45825,2.5,Risk-On,2023,3
2023-03-20,2.492,2.46325,2.492,Risk-On,2023,3
2023-03-21,2.487,2.46775,2.487,Risk-On,2023,3
2023-03-22,2.479,2.47155,2.479,Risk-On,2023,3
2023-03-23,2.476,2.47505,2.476,Risk-On,2023,3
2023-03-24,2.473,2.4779,2.473,Risk-On,2023,3
2023-03-27,2.468,2.48015,2.468,Risk-On,2023,3
2023-03-28,2.464,2.4815,2.464,Risk-On,2023,3
2023-03-29,2.456,2.4818,2.456,Risk-On,2023,3
2023-03-30,2.454,2.48155,2.454,Risk-On,2023,3
2023-03-31,2.448,2.48065,2.448,Risk-On,2023,3
2023-04-03,2.429,2.47865,2.429,Risk-On,2023,4
2023-04-04,2.423,2.476,2.423,Risk-On,2023,4
2023-04-06,2.414,2.4724,2.414,Risk-On,2023,4
2023-04-07,2.41,2.46835,2.41,Risk-On,2023,4
2023-04-10,2.414,2.4642,2.414,Risk-On,2023,4
2023-04-11,2.415,2.46005,2.415,Risk-On,2023,4
2023-04-12,2.418,2.456,2.418,Risk-On,2023,4
2023-04-13,2.421,2.45205,2.421,Risk-On,2023,4
2023-04-14,2.422,2.44815,2.422,Risk-On,2023,4
2023-04-17,2.424,2.44435,2.424,Risk-On,2023,4
2023-04-18,2.426,2.44105,2.426,Risk-On,2023,4
2023-04-19,2.432,2.4383,2.432,Risk-On,2023,4
2023-04-20,2.429,2.4358,2.429,Risk-On,2023,4
2023-04-21,2.429,2.43345,2.429,Risk-On,2023,4
2023-04-24,2.43,2.4293500000000003,2.43,Risk-On,2023,4
2023-04-25,2.43,2.4276500000000003,2.43,Risk-On,2023,4
2023-04-26,2.43,2.42635,2.43,Risk-On,2023,4
2023-04-27,2.43,2.42515,2.43,Risk-On,2023,4
2023-04-28,2.428,2.42415,2.428,Risk-On,2023,4
2023-05-04,2.414,2.4234,2.414,Risk-On,2023,5
2023-05-05,2.401,2.4223,2.401,Risk-On,2023,5
2023-05-08,2.386,2.4200500000000003,2.386,Risk-On,2023,5
2023-05-09,2.377,2.4182,2.377,Risk-On,2023,5
2023-05-10,2.363,2.4156000000000004,2.363,Risk-On,2023,5
2023-05-11,2.349,2.41215,2.349,Risk-On,2023,5
2023-05-12,2.325,2.40735,2.325,Risk-On,2023,5
2023-05-15,2.311,2.4018,2.311,Risk-On,2023,5
2023-05-16,2.294,2.3953,2.294,Risk-On,2023,5
2023-05-17,2.288,2.3884,2.288,Risk-On,2023,5
2023-05-18,2.278,2.3807,2.278,Risk-On,2023,5
2023-05-19,2.269,2.3727,2.269,Risk-On,2023,5
2023-05-22,2.262,2.36435,2.262,Risk-On,2023,5
2023-05-23,2.255,2.35565,2.255,Risk-On,2023,5
2023-05-24,2.252,2.34675,2.252,Risk-On,2023,5
2023-05-25,2.243,2.3374,2.243,Risk-On,2023,5
2023-05-26,2.238,2.3278,2.238,Risk-On,2023,5
2023-05-29,2.233,2.31795,2.233,Risk-On,2023,5
2023-05-30,2.223,2.3077,2.223,Risk-On,2023,5
2023-05-31,2.219,2.29795,2.219,Risk-On,2023,5
2023-06-01,2.213,2.28855,2.213,Risk-On,2023,6
2023-06-02,2.199,2.27885,2.199,Risk-On,2023,6
2023-06-05,2.193,2.2692,2.193,Risk-On,2023,6
2023-06-06,2.186,2.25965,2.186,Risk-On,2023,6
2023-06-07,2.181,2.25055,2.181,Risk-On,2023,6
2023-06-08,2.177,2.24195,2.177,Risk-On,2023,6
2023-06-09,2.161,2.23375,2.161,Risk-On,2023,6
2023-06-12,2.148,2.2256,2.148,Risk-On,2023,6
2023-06-13,2.134,2.2176,2.134,Risk-On,2023,6
2023-06-14,2.12,2.2092,2.12,Risk-On,2023,6
2023-06-15,2.106,2.2006,2.106,Risk-On,2023,6
2023-06-16,2.105,2.1924,2.105,Risk-On,2023,6
2023-06-19,2.114,2.185,2.114,Risk-On,2023,6
2023-06-20,2.126,2.17855,2.126,Risk-On,2023,6
2023-06-21,2.135,2.1727,2.135,Risk-On,2023,6
2023-06-26,2.148,2.16325,2.148,Risk-On,2023,6
2023-06-27,2.155,2.1593500000000003,2.155,Risk-On,2023,6
2023-06-28,2.161,2.15625,2.161,Risk-On,2023,6
2023-06-29,2.167,2.15365,2.167,Risk-On,2023,6
2023-06-30,2.168,2.1514,2.168,Risk-On,2023,6
2023-07-03,2.165,2.1497,2.165,Risk-On,2023,7
2023-07-04,2.164,2.14825,2.164,Risk-On,2023,7
2023-07-05,2.158,2.14685,2.158,Risk-On,2023,7
2023-07-06,2.147,2.14515,2.147,Risk-On,2023,7
2023-07-07,2.138,2.1432,2.138,Risk-On,2023,7
2023-07-10,2.128,2.14155,2.128,Risk-On,2023,7
2023-07-11,2.118,2.14005,2.118,Risk-On,2023,7
2023-07-12,2.109,2.1388000000000003,2.109,Risk-On,2023,7
2023-07-13,2.107,2.13815,2.107,Risk-On,2023,7
2023-07-14,2.101,2.1379,2.101,Risk-On,2023,7
2023-07-17,2.1,2.13765,2.1,Risk-On,2023,7
2023-07-18,2.1,2.13695,2.1,Risk-On,2023,7
2023-07-19,2.1,2.13565,2.1,Risk-On,2023,7
2023-07-20,2.1,2.1339,2.1,Risk-On,2023,7
2023-07-21,2.1,2.1317,2.1,Risk-On,2023,7
2023-07-24,2.1,2.1293,2.1,Risk-On,2023,7
2023-07-25,2.1,2.12655,2.1,Risk-On,2023,7
2023-07-26,2.099,2.12345,2.099,Risk-On,2023,7
2023-07-27,2.098,2.12,2.098,Risk-On,2023,7
2023-07-28,2.098,2.1165000000000003,2.098,Risk-On,2023,7
2023-07-31,2.097,2.1131,2.097,Risk-On,2023,7
2023-08-01,2.098,2.1098000000000003,2.098,Risk-On,2023,8
2023-08-02,2.098,2.1068,2.098,Risk-On,2023,8
2023-08-03,2.092,2.10405,2.092,Risk-On,2023,8
2023-08-04,2.085,2.1014,2.085,Risk-On,2023,8
2023-08-07,2.08,2.099,2.08,Risk-On,2023,8
2023-08-08,2.075,2.0968500000000003,2.075,Risk-On,2023,8
2023-08-09,2.074,2.0951,2.074,Risk-On,2023,8
2023-08-10,2.067,2.0931,2.067,Risk-On,2023,8
2023-08-11,2.065,2.0913,2.065,Risk-On,2023,8
2023-08-14,2.063,2.0894500000000003,2.063,Risk-On,2023,8
2023-08-15,2.045,2.0867,2.045,Risk-On,2023,8
2023-08-16,2.04,2.0837,2.04,Risk-On,2023,8
2023-08-17,2.03,2.0802000000000005,2.03,Risk-On,2023,8
2023-08-18,2.026,2.0765,2.026,Risk-On,2023,8
2023-08-21,2.024,2.0727,2.024,Risk-On,2023,8
2023-08-22,2.019,2.06865,2.019,Risk-On,2023,8
2023-08-23,2.016,2.0645,2.016,Risk-On,2023,8
2023-08-24,2.016,2.0604,2.016,Risk-On,2023,8
2023-08-25,2.014,2.0562,2.014,Risk-On,2023,8
2023-08-28,2.02,2.05235,2.02,Risk-On,2023,8
2023-08-29,2.028,2.04885,2.028,Risk-On,2023,8
2023-08-30,2.036,2.04575,2.036,Risk-On,2023,8
2023-08-31,2.043,2.0433,2.043,Risk-On,2023,8
2023-09-01,2.044,2.04125,2.044,Risk-On,2023,9
2023-09-04,2.044,2.03945,2.044,Risk-On,2023,9
2023-09-05,2.046,2.038,2.046,Risk-On,2023,9
2023-09-06,2.052,2.0369,2.052,Risk-On,2023,9
2023-09-07,2.067,2.0369,2.067,Risk-On,2023,9
2023-09-08,2.081,2.0377,2.081,Risk-On,2023,9
2023-09-11,2.094,2.03925,2.094,Risk-On,2023,9
2023-09-12,2.104,2.0422,2.104,Risk-On,2023,9
2023-09-13,2.117,2.04605,2.117,Risk-On,2023,9
2023-09-14,2.144,2.05175,2.144,Risk-On,2023,9
2023-09-15,2.165,2.0587,2.165,Risk-On,2023,9
2023-09-18,2.194,2.0672,2.194,Risk-On,2023,9
2023-09-19,2.221,2.0773,2.221,Risk-On,2023,9
2023-09-20,2.243,2.0886500000000003,2.243,Risk-On,2023,9
2023-09-21,2.26,2.10085,2.26,Risk-On,2023,9
2023-09-22,2.273,2.1138000000000003,2.273,Risk-On,2023,9
2023-09-25,2.282,2.1269,2.282,Risk-On,2023,9
2023-09-26,2.294,2.1402,2.294,Risk-On,2023,9
2023-09-27,2.303,2.15355,2.303,Risk-On,2023,9
2023-09-28,2.302,2.1665,2.302,Risk-On,2023,9
2023-10-09,2.3,2.2048,2.3,Risk-On,2023,10
2023-10-10,2.302,2.2173,2.302,Risk-On,2023,10
2023-10-11,2.304,2.22915,2.304,Risk-On,2023,10
2023-10-12,2.305,2.24035,2.305,Risk-On,2023,10
2023-10-13,2.308,2.25105,2.308,Risk-On,2023,10
2023-10-16,2.309,2.2613,2.309,Risk-On,2023,10
2023-10-17,2.313,2.2711,2.313,Risk-On,2023,10
2023-10-18,2.321,2.2799500000000004,2.321,Risk-On,2023,10
2023-10-19,2.333,2.2883500000000003,2.333,Risk-On,2023,10
2023-10-20,2.34,2.29565,2.34,Risk-On,2023,10
2023-10-23,2.35,2.3021000000000003,2.35,Risk-On,2023,10
2023-10-24,2.364,2.30815,2.364,Risk-On,2023,10
2023-10-25,2.378,2.31405,2.378,Risk-On,2023,10
2023-10-26,2.39,2.3199,2.39,Risk-On,2023,10
2023-10-27,2.399,2.32575,2.399,Risk-On,2023,10
2023-10-30,2.406,2.33135,2.406,Risk-On,2023,10
2023-10-31,2.415,2.3369500000000003,2.415,Risk-On,2023,10
2023-11-01,2.421,2.3429,2.421,Risk-On,2023,11
2023-11-02,2.426,2.3492,2.426,Risk-On,2023,11
2023-11-03,2.43,2.3557,2.43,Risk-On,2023,11
2023-11-06,2.438,2.3626,2.438,Risk-On,2023,11
2023-11-07,2.445,2.36975,2.445,Risk-On,2023,11
2023-11-08,2.449,2.377,2.449,Risk-On,2023,11
2023-11-09,2.45,2.38425,2.45,Risk-On,2023,11
2023-11-10,2.451,2.3914,2.451,Risk-On,2023,11
2023-11-13,2.451,2.3985000000000003,2.451,Risk-On,2023,11
2023-11-14,2.452,2.40545,2.452,Risk-On,2023,11
2023-11-15,2.453,2.41205,2.453,Risk-On,2023,11
2023-11-16,2.457,2.41825,2.457,Risk-On,2023,11
2023-11-17,2.4611,2.424305,2.4611,Risk-On,2023,11
2023-11-20,2.461,2.429855,2.461,Risk-On,2023,11
2023-11-21,2.461,2.434705,2.461,Risk-On,2023,11
2023-11-22,2.462,2.438905,2.462,Risk-On,2023,11
2023-11-23,2.462,2.442505,2.462,Risk-On,2023,11
2023-11-24,2.462,2.445655,2.462,Risk-On,2023,11
2023-11-27,2.463,2.448505,2.463,Risk-On,2023,11
2023-11-28,2.465,2.451005,2.465,Risk-On,2023,11
2023-11-29,2.481,2.4540049999999995,2.481,Risk-On,2023,11
2023-11-30,2.493,2.457355,2.493,Risk-On,2023,11
2023-12-01,2.503,2.461005,2.503,Risk-On,2023,12
2023-12-04,2.519,2.465055,2.519,Risk-On,2023,12
2023-12-05,2.533,2.469455,2.533,Risk-On,2023,12
2023-12-06,2.537,2.473855,2.537,Risk-On,2023,12
2023-12-07,2.554,2.479055,2.554,Risk-On,2023,12
2023-12-08,2.564,2.484705,2.564,Risk-On,2023,12
2023-12-11,2.572,2.490755,2.572,Risk-On,2023,12
2023-12-12,2.585,2.497405,2.585,Risk-On,2023,12
2023-12-13,2.593,2.504405,2.593,Risk-On,2023,12
2023-12-14,2.597,2.5114050000000003,2.597,Risk-On,2023,12
2023-12-15,2.601,2.5184,2.601,Risk-On,2023,12
2023-12-18,2.603,2.5255,2.603,Risk-On,2023,12
2023-12-19,2.601,2.5325,2.601,Risk-On,2023,12
2023-12-20,2.601,2.53945,2.601,Risk-On,2023,12
2023-12-21,2.604,2.54655,2.604,Risk-On,2023,12
2023-12-22,2.604,2.55365,2.604,Risk-On,2023,12
2023-12-25,2.601,2.56055,2.601,Risk-On,2023,12
2023-12-26,2.6,2.5673,2.6,Risk-On,2023,12
2023-12-27,2.59,2.57275,2.59,Risk-On,2023,12
2023-12-28,2.556,2.5759,2.556,Risk-On,2023,12
2023-12-29,2.53,2.5772500000000003,2.53,Risk-On,2023,12
2024-01-02,2.45,2.5738,2.45,Risk-On,2024,1
2024-01-03,2.423,2.5683,2.423,Risk-On,2024,1
2024-01-04,2.399,2.5614,2.399,Risk-On,2024,1
2024-01-05,2.396,2.5535,2.396,Risk-On,2024,1
2024-01-08,2.396,2.5451,2.396,Risk-On,2024,1
2024-01-09,2.397,2.53635,2.397,Risk-On,2024,1
2024-01-10,2.4,2.5271,2.4,Risk-On,2024,1
2024-01-11,2.4,2.51745,2.4,Risk-On,2024,1
2024-01-12,2.4,2.5076,2.4,Risk-On,2024,1
2024-01-15,2.4,2.49755,2.4,Risk-On,2024,1
2024-01-16,2.401,2.48745,2.401,Risk-On,2024,1
2024-01-17,2.402,2.4775,2.402,Risk-On,2024,1
2024-01-18,2.4,2.46745,2.4,Risk-On,2024,1
2024-01-19,2.4,2.45725,2.4,Risk-On,2024,1
2024-01-22,2.4,2.44705,2.4,Risk-On,2024,1
2024-01-23,2.4,2.4370000000000003,2.4,Risk-On,2024,1
2024-01-24,2.4,2.427,2.4,Risk-On,2024,1
2024-01-25,2.4,2.4174999999999995,2.4,Risk-On,2024,1
2024-01-26,2.4,2.4097,2.4,Risk-On,2024,1
2024-01-29,2.4,2.4032,2.4,Risk-On,2024,1
2024-01-30,2.398,2.4006,2.398,Risk-On,2024,1
2024-01-31,2.388,2.3988500000000004,2.388,Risk-On,2024,1
2024-02-01,2.375,2.39765,2.375,Risk-On,2024,2
2024-02-02,2.369,2.3963,2.369,Risk-On,2024,2
2024-02-05,2.35,2.3923,2.35,Risk-On,2024,2
2024-02-06,2.345,2.3895500000000003,2.345,Risk-On,2024,2
2024-02-07,2.342,2.3866500000000004,2.342,Risk-On,2024,2
2024-02-08,2.334,2.38335,2.334,Risk-On,2024,2
2024-02-19,2.303,2.37075,2.303,Risk-On,2024,2
2024-02-20,2.27,2.36425,2.27,Risk-On,2024,2
2024-02-21,2.243,2.3564,2.243,Risk-On,2024,2
2024-02-22,2.219,2.34735,2.219,Risk-On,2024,2
2024-02-23,2.214,2.33805,2.214,Risk-On,2024,2
2024-02-26,2.208,2.32845,2.208,Risk-On,2024,2
2024-02-27,2.204,2.3186500000000003,2.204,Risk-On,2024,2
2024-02-28,2.1989,2.3085949999999995,2.1989,Risk-On,2024,2
2024-02-29,2.193,2.298245,2.193,Risk-On,2024,2
2024-03-01,2.182,2.2874450000000004,2.182,Risk-On,2024,3
2024-03-04,2.171,2.276595,2.171,Risk-On,2024,3
2024-03-05,2.167,2.266195,2.167,Risk-On,2024,3
2024-03-06,2.165,2.2559949999999995,2.165,Risk-On,2024,3
2024-03-07,2.164,2.246045,2.164,Risk-On,2024,3
2024-03-08,2.16,2.2365450000000004,2.16,Risk-On,2024,3
2024-03-11,2.159,2.227245,2.159,Risk-On,2024,3
2024-03-12,2.158,2.218045,2.158,Risk-On,2024,3
2024-03-13,2.159,2.209295,2.159,Risk-On,2024,3
2024-03-14,2.161,2.200845,2.161,Risk-On,2024,3
2024-03-15,2.163,2.193095,2.163,Risk-On,2024,3
2024-03-18,2.163,2.1860950000000003,2.163,Risk-On,2024,3
2024-03-19,2.163,2.180745,2.163,Risk-On,2024,3
2024-03-20,2.16,2.176595,2.16,Risk-On,2024,3
2024-03-21,2.162,2.1737450000000003,2.162,Risk-On,2024,3
2024-03-22,2.163,2.171195,2.163,Risk-On,2024,3
2024-03-25,2.159,2.168745,2.159,Risk-On,2024,3
2024-03-26,2.16,2.166545,2.16,Risk-On,2024,3
2024-03-27,2.159,2.16455,2.159,Risk-On,2024,3
2024-03-28,2.156,2.1627,2.156,Risk-On,2024,3
2024-03-29,2.156,2.1614,2.156,Risk-On,2024,3
2024-04-01,2.157,2.1607,2.157,Risk-On,2024,4
2024-04-02,2.151,2.1599,2.151,Risk-On,2024,4
2024-04-03,2.143,2.1588000000000003,2.143,Risk-On,2024,4
2024-04-08,2.133,2.1563,2.133,Risk-On,2024,4
2024-04-09,2.12,2.15435,2.12,Risk-On,2024,4
2024-04-10,2.117,2.1523,2.117,Risk-On,2024,4
2024-04-11,2.105,2.1496,2.105,Risk-On,2024,4
2024-04-12,2.09,2.14605,2.09,Risk-On,2024,4
2024-04-15,2.071,2.14145,2.071,Risk-On,2024,4
2024-04-16,2.058,2.1362,2.058,Risk-On,2024,4
2024-04-17,2.049,2.1305,2.049,Risk-On,2024,4
2024-04-18,2.041,2.12455,2.041,Risk-On,2024,4
2024-04-19,2.035,2.1182,2.035,Risk-On,2024,4
2024-04-22,2.027,2.1114,2.027,Risk-On,2024,4
2024-04-23,2.018,2.10435,2.018,Risk-On,2024,4
2024-04-24,2.014,2.09705,2.014,Risk-On,2024,4
2024-04-25,1.999,2.08905,1.999,Risk-On,2024,4
2024-04-26,1.993,2.0809,1.993,Risk-On,2024,4
2024-04-29,2.005,2.0652,2.005,Risk-On,2024,4
2024-04-30,2.002,2.05775,2.002,Risk-On,2024,4
2024-05-06,2.001,2.05065,2.001,Risk-On,2024,5
2024-05-07,1.996,2.0434,1.996,Risk-On,2024,5
2024-05-08,1.99,2.03625,1.99,Risk-On,2024,5
2024-05-09,1.991,2.0298000000000003,1.991,Risk-On,2024,5
2024-05-10,1.989,2.0234,1.989,Risk-On,2024,5
2024-05-13,1.983,2.0122,1.983,Risk-On,2024,5
2024-05-14,1.977,2.0075,1.977,Risk-On,2024,5
2024-05-15,1.975,2.00335,1.975,Risk-On,2024,5
2024-05-16,1.969,1.99935,1.969,Risk-On,2024,5
2024-05-17,1.963,1.9954500000000004,1.963,Risk-On,2024,5
2024-05-20,1.958,1.9916,1.958,Risk-On,2024,5
2024-05-21,1.958,1.98815,1.958,Risk-On,2024,5
2024-05-22,1.958,1.9851499999999995,1.958,Risk-On,2024,5
2024-05-23,1.957,1.9823,1.957,Risk-On,2024,5
2024-05-24,1.958,1.98025,1.958,Risk-On,2024,5
2024-05-27,1.958,1.9785,1.958,Risk-On,2024,5
2024-05-28,1.957,1.97665,1.957,Risk-On,2024,5
2024-05-29,1.957,1.97425,1.957,Risk-On,2024,5
2024-05-30,1.957,1.972,1.957,Risk-On,2024,5
2024-05-31,1.955,1.9697,1.955,Risk-On,2024,5
2024-06-03,1.953,1.96755,1.953,Risk-On,2024,6
2024-06-04,1.949,1.9655,1.949,Risk-On,2024,6
2024-06-05,1.948,1.96335,1.948,Risk-On,2024,6
2024-06-06,1.948,1.9613,1.948,Risk-On,2024,6
2024-06-07,1.949,1.95935,1.949,Risk-On,2024,6
2024-06-11,1.947,1.95755,1.947,Risk-On,2024,6
2024-06-12,1.943,1.9558500000000003,1.943,Risk-On,2024,6
2024-06-13,1.94,1.9541,1.94,Risk-On,2024,6
2024-06-14,1.939,1.9526,1.939,Risk-On,2024,6
2024-06-17,1.935,1.9512,1.935,Risk-On,2024,6
2024-06-18,1.934,1.95,1.934,Risk-On,2024,6
2024-06-19,1.929,1.94855,1.929,Risk-On,2024,6
2024-06-20,1.927,1.9470000000000005,1.927,Risk-On,2024,6
