avg_holding_period_days,avg_monthly_turnover,strategy_beta,correlation_with_market,up_capture,down_capture,risk_on_annual_return,risk_off_annual_return
25.0,0.23865546218487393,0.7461950632454101,0.8359435850888977,0.7890496512700865,0.732608190821477,0.10508964597624532,0.047567021042776526
